N,agent,mode,tau,K,seed,w_hat,W,wall_ms,offers_seen,solver_calls,label
500,satisficer,k_greedy,,3,1004,0.5659722222222222,53.807014600694444,0.02011743055555556,0.9754722222222222,0.0,call
500,satisficer,k_greedy,,5,1000,0.6215277777777778,65.13989813194445,0.02101157638888889,1.3927152777777778,0.0,call
500,satisficer,k_greedy,,5,1001,0.6423611111111112,66.4471577326389,0.021252881944444448,1.4296736111111112,0.0,call
500,satisficer,k_greedy,,5,1002,0.6527777777777778,72.43154592708333,0.022204069444444443,1.2810416666666664,0.0,call
500,satisficer,k_greedy,,5,1003,0.65625,67.37784045138888,0.021459444444444444,1.402951388888889,0.0,call
500,satisficer,k_greedy,,5,1004,0.6458333333333334,66.93625151388889,0.021876340277777778,1.3805277777777778,0.0,call
100,satisficer,k_greedy,,1,1000,0.3472222222222222,3.556819947916667,0.006919027777777777,0.29135416666666664,0.0,call_cap
100,satisficer,k_greedy,,1,1001,0.3888888888888889,3.813707961805555,0.006808229166666667,0.2980555555555556,0.0,call_cap
100,satisficer,k_greedy,,1,1002,0.3923611111111111,3.6775670208333335,0.006944513888888889,0.2998263888888889,0.0,call_cap
100,satisficer,k_greedy,,1,1003,0.3645833333333333,3.8860060972222232,0.006831631944444443,0.2938541666666667,0.0,call_cap
100,satisficer,k_greedy,,1,1004,0.3819444444444444,3.6157857291666664,0.006970520833333334,0.3087847222222222,0.0,call_cap
100,satisficer,k_greedy,,3,1000,0.4618055555555556,9.612621284722222,0.004449791666666666,0.9545138888888889,0.0,call_cap
100,satisficer,k_greedy,,3,1001,0.4965277777777778,10.426555958333333,0.004369652777777778,0.8741666666666669,0.0,call_cap
100,satisficer,k_greedy,,3,1002,0.5034722222222222,11.003316138888888,0.004850069444444444,0.8844791666666665,0.0,call_cap
100,satisficer,k_greedy,,3,1003,0.5,10.509691097222222,0.004364270833333334,0.8356944444444443,0.0,call_cap
100,satisficer,k_greedy,,3,1004,0.5277777777777778,10.793599114583333,0.004525833333333333,0.9630208333333334,0.0,call_cap
100,satisficer,k_greedy,,5,1000,0.4895833333333333,12.12102806597222,0.004489791666666666,1.0797222222222222,0.0,call_cap
100,satisficer,k_greedy,,5,1001,0.6145833333333334,13.235319819444445,0.004624722222222222,1.4089930555555554,0.0,call_cap
100,satisficer,k_greedy,,5,1002,0.6076388888888888,14.416848854166668,0.004832777777777778,1.313194444444444,0.0,call_cap
100,satisficer,k_greedy,,5,1003,0.5833333333333334,13.331943743055556,0.004670104166666667,1.191736111111111,0.0,call_cap
100,satisficer,k_greedy,,5,1004,0.5972222222222222,14.161961812500001,0.0049087152777777775,1.2251736111111111,0.0,call_cap
200,satisficer,k_greedy,,1,1000,0.3923611111111111,6.987076003472222,0.014023072916666667,0.29692708333333334,0.0,call_cap
200,satisficer,k_greedy,,1,1001,0.3888888888888889,7.4893506215277785,0.013320954861111109,0.30225694444444445,0.0,call_cap
200,satisficer,k_greedy,,1,1002,0.3923611111111111,7.310400045138888,0.013768993055555553,0.3065277777777778,0.0,call_cap
200,satisficer,k_greedy,,1,1003,0.3715277777777778,7.041946916666667,0.014359270833333335,0.30173611111111115,0.0,call_cap
200,satisficer,k_greedy,,1,1004,0.4027777777777778,6.813560548611111,0.013349427083333332,0.30692708333333335,0.0,call_cap
200,satisficer,k_greedy,,3,1000,0.4965277777777778,19.236249489583333,0.008359930555555554,0.8725,0.0,call_cap
200,satisficer,k_greedy,,3,1001,0.5034722222222222,19.53723447222222,0.008262118055555556,0.8641666666666665,0.0,call_cap
200,satisficer,k_greedy,,3,1002,0.5520833333333334,21.815948527777778,0.008238802083333333,0.8883854166666666,0.0,call_cap
200,satisficer,k_greedy,,3,1003,0.5069444444444444,20.090275381944444,0.008260347222222221,0.8844618055555554,0.0,call_cap
200,satisficer,k_greedy,,3,1004,0.5833333333333334,21.869204104166663,0.008763784722222221,0.9865277777777777,0.0,call_cap
200,satisficer,k_greedy,,5,1000,0.5763888888888888,25.286734288194445,0.008917881944444445,1.3827951388888888,0.0,call_cap
200,satisficer,k_greedy,,5,1001,0.6284722222222222,25.90779996180556,0.009146822916666667,1.494045138888889,0.0,call_cap
200,satisficer,k_greedy,,5,1002,0.6701388888888888,27.672013281249995,0.009092222222222222,1.495295138888889,0.0,call_cap
200,satisficer,k_greedy,,5,1003,0.6180555555555556,26.43808131597222,0.008901579861111111,1.378177083333333,0.0,call_cap
200,satisficer,k_greedy,,5,1004,0.6666666666666666,25.895264541666666,0.009554427083333334,1.5292534722222222,0.0,call_cap
500,satisficer,k_greedy,,1,1000,0.4097222222222222,18.74824234722222,0.031169805555555555,0.30723611111111115,0.0,call_cap
500,satisficer,k_greedy,,1,1001,0.4097222222222222,18.016983878472224,0.032754743055555556,0.30575694444444446,0.0,call_cap
500,satisficer,k_greedy,,1,1002,0.3993055555555556,18.03120025,0.03243273611111111,0.2980069444444445,0.0,call_cap
500,satisficer,k_greedy,,1,1003,0.3784722222222222,17.75366563888889,0.0321396875,0.2994791666666667,0.0,call_cap
500,satisficer,k_greedy,,1,1004,0.4027777777777778,18.230035569444446,0.03131211111111112,0.31061111111111106,0.0,call_cap
500,satisficer,k_greedy,,3,1000,0.6215277777777778,53.325719302083336,0.027876409722222224,1.2938263888888888,0.0,call_cap
500,satisficer,k_greedy,,3,1001,0.5902777777777778,49.80805100694445,0.027040569444444447,1.2493611111111114,0.0,call_cap
500,satisficer,k_greedy,,3,1002,0.6145833333333334,54.90837528819445,0.028041798611111113,1.2944305555555555,0.0,call_cap
500,satisficer,k_greedy,,3,1003,0.6006944444444444,53.00208456944444,0.027883423611111114,1.309201388888889,0.0,call_cap
500,satisficer,k_greedy,,3,1004,0.6319444444444444,53.01303151388888,0.027912736111111107,1.3442222222222224,0.0,call_cap
500,satisficer,k_greedy,,5,1000,0.7013888888888888,68.31479360416667,0.034280159722222224,1.6681944444444443,0.0,call_cap
500,satisficer,k_greedy,,5,1001,0.7013888888888888,68.10332121180555,0.033927020833333335,1.6827569444444443,0.0,call_cap
500,satisficer,k_greedy,,5,1002,0.6944444444444444,70.26085022916666,0.033794222222222225,1.7357083333333332,0.0,call_cap
500,satisficer,k_greedy,,5,1003,0.6805555555555556,67.76385123958332,0.03355179861111111,1.670263888888889,0.0,call_cap
500,satisficer,k_greedy,,5,1004,0.6979166666666666,67.28814471527777,0.03429069444444444,1.7471805555555557,0.0,call_cap
