N,agent,mode,tau,K,seed,w_hat,W,wall_ms,offers_seen,solver_calls,label
200,satisficer,k_greedy,,5,1004,0.6349313402777779,26.21312028125,0.009996510416666667,1.2810416666666669,0.0,book
500,satisficer,k_greedy,,1,1000,0.40522438541666667,24.303801597222222,0.027613041666666668,0.2969166666666666,0.0,book
500,satisficer,k_greedy,,1,1001,0.4045613229166667,24.190245395833333,0.027547555555555554,0.30367361111111113,0.0,book
500,satisficer,k_greedy,,1,1002,0.39449651388888884,25.208339354166668,0.02736861111111111,0.2979513888888889,0.0,book
500,satisficer,k_greedy,,1,1003,0.3735540763888889,24.17873443402778,0.027338701388888886,0.3006458333333334,0.0,book
500,satisficer,k_greedy,,1,1004,0.39755988541666665,24.274006711805555,0.027404986111111113,0.30571527777777785,0.0,book
500,satisficer,k_greedy,,3,1000,0.5092443159722221,52.06557001041667,0.020218652777777776,0.84375,0.0,book
500,satisficer,k_greedy,,3,1001,0.5241064513888889,52.898437468750004,0.019969680555555556,0.8570486111111111,0.0,book
500,satisficer,k_greedy,,3,1002,0.5504925659722222,57.142139600694435,0.020620604166666667,0.8707430555555555,0.0,book
500,satisficer,k_greedy,,3,1003,0.5349349895833334,52.552225909722225,0.02049746527777778,0.8594791666666668,0.0,book
500,satisficer,k_greedy,,3,1004,0.5458352152777778,54.25935622916667,0.02062936805555556,0.8908055555555556,0.0,book
500,satisficer,k_greedy,,5,1000,0.6109539548611111,66.12922593055555,0.020320534722222224,1.3398958333333335,0.0,book
500,satisficer,k_greedy,,5,1001,0.6302458576388889,66.89351382638888,0.021525986111111114,1.3477083333333335,0.0,book
500,satisficer,k_greedy,,5,1002,0.6418630555555556,71.94293734027777,0.02218646527777778,1.2513333333333332,0.0,book
500,satisficer,k_greedy,,5,1003,0.6461390277777778,66.42775794097221,0.02130611111111111,1.3835208333333333,0.0,book
500,satisficer,k_greedy,,5,1004,0.6329030243055556,67.55442310416667,0.022222125,1.2786041666666668,0.0,book
100,satisficer,k_greedy,,1,1000,0.345358875,4.837052878472223,0.0017394444444444443,0.28041666666666665,0.0,ticker
100,satisficer,k_greedy,,1,1001,0.38361759375,4.992411927083334,0.0018823263888888887,0.29854166666666665,0.0,ticker
100,satisficer,k_greedy,,1,1002,0.38733195833333334,5.074740604166667,0.001820625,0.2947916666666666,0.0,ticker
100,satisficer,k_greedy,,1,1003,0.3597427083333333,5.081670138888889,0.0017441666666666667,0.2913541666666667,0.0,ticker
100,satisficer,k_greedy,,1,1004,0.37554641319444443,4.979918270833333,0.002015659722222222,0.3069444444444444,0.0,ticker
100,satisficer,k_greedy,,3,1000,0.345358875,4.837052878472223,0.002074930555555555,0.28041666666666665,0.0,ticker
100,satisficer,k_greedy,,3,1001,0.38361759375,4.992411927083334,0.001968055555555556,0.29854166666666665,0.0,ticker
100,satisficer,k_greedy,,3,1002,0.38733195833333334,5.074740604166667,0.001750208333333333,0.2947916666666666,0.0,ticker
100,satisficer,k_greedy,,3,1003,0.3597427083333333,5.081670138888889,0.002019479166666667,0.2913541666666667,0.0,ticker
100,satisficer,k_greedy,,3,1004,0.37554641319444443,4.979918270833333,0.0019626041666666668,0.3069444444444444,0.0,ticker
100,satisficer,k_greedy,,5,1000,0.345358875,4.837052878472223,0.0016596180555555557,0.28041666666666665,0.0,ticker
100,satisficer,k_greedy,,5,1001,0.38361759375,4.992411927083334,0.0013449652777777783,0.29854166666666665,0.0,ticker
100,satisficer,k_greedy,,5,1002,0.38733195833333334,5.074740604166667,0.0018573611111111113,0.2947916666666666,0.0,ticker
100,satisficer,k_greedy,,5,1003,0.3597427083333333,5.081670138888889,0.002034375,0.2913541666666667,0.0,ticker
100,satisficer,k_greedy,,5,1004,0.37554641319444443,4.979918270833333,0.0018368055555555557,0.3069444444444444,0.0,ticker
200,satisficer,k_greedy,,1,1000,0.38749813541666667,9.650470395833334,0.0028918055555555554,0.2912152777777778,0.0,ticker
200,satisficer,k_greedy,,1,1001,0.38337004166666666,9.609700524305556,0.003116284722222222,0.30501736111111116,0.0,ticker
200,satisficer,k_greedy,,1,1002,0.38766093749999997,9.930334840277778,0.003294236111111111,0.2990451388888889,0.0,ticker
200,satisficer,k_greedy,,1,1003,0.3672222534722222,9.848822402777778,0.0031321701388888883,0.29647569444444444,0.0,ticker
200,satisficer,k_greedy,,1,1004,0.3969660034722222,9.504723694444445,0.0023969097222222226,0.3061979166666667,0.0,ticker
200,satisficer,k_greedy,,3,1000,0.38749813541666667,9.650470395833334,0.0020793923611111113,0.2912152777777778,0.0,ticker
200,satisficer,k_greedy,,3,1001,0.38337004166666666,9.609700524305556,0.002457847222222222,0.30501736111111116,0.0,ticker
200,satisficer,k_greedy,,3,1002,0.38766093749999997,9.930334840277778,0.0024354166666666665,0.2990451388888889,0.0,ticker
200,satisficer,k_greedy,,3,1003,0.3672222534722222,9.848822402777778,0.0022428645833333333,0.29647569444444444,0.0,ticker
200,satisficer,k_greedy,,3,1004,0.3969660034722222,9.504723694444445,0.00245265625,0.3061979166666667,0.0,ticker
200,satisficer,k_greedy,,5,1000,0.38749813541666667,9.650470395833334,0.0024899305555555556,0.2912152777777778,0.0,ticker
200,satisficer,k_greedy,,5,1001,0.38337004166666666,9.609700524305556,0.0024512847222222223,0.30501736111111116,0.0,ticker
200,satisficer,k_greedy,,5,1002,0.38766093749999997,9.930334840277778,0.002666163194444444,0.2990451388888889,0.0,ticker
200,satisficer,k_greedy,,5,1003,0.3672222534722222,9.848822402777778,0.0025606423611111108,0.29647569444444444,0.0,ticker
200,satisficer,k_greedy,,5,1004,0.3969660034722222,9.504723694444445,0.0024393055555555557,0.3061979166666667,0.0,ticker
500,satisficer,k_greedy,,1,1000,0.40522438541666667,24.303801597222222,0.0033261319444444445,0.2969166666666666,0.0,ticker
500,satisficer,k_greedy,,1,1001,0.4045613229166667,24.190245395833333,0.0028835902777777775,0.30367361111111113,0.0,ticker
500,satisficer,k_greedy,,1,1002,0.39449651388888884,25.208339354166668,0.0034764861111111107,0.2979513888888889,0.0,ticker
500,satisficer,k_greedy,,1,1003,0.3735540763888889,24.17873443402778,0.0029283958333333336,0.3006458333333334,0.0,ticker
500,satisficer,k_greedy,,1,1004,0.39755988541666665,24.274006711805555,0.0031024166666666665,0.30571527777777785,0.0,ticker
500,satisficer,k_greedy,,3,1000,0.40522438541666667,24.303801597222222,0.0031075694444444445,0.2969166666666666,0.0,ticker
500,satisficer,k_greedy,,3,1001,0.4045613229166667,24.190245395833333,0.003110270833333334,0.30367361111111113,0.0,ticker
500,satisficer,k_greedy,,3,1002,0.39449651388888884,25.208339354166668,0.003473416666666667,0.2979513888888889,0.0,ticker
500,satisficer,k_greedy,,3,1003,0.3735540763888889,24.17873443402778,0.0029693958333333334,0.3006458333333334,0.0,ticker
500,satisficer,k_greedy,,3,1004,0.39755988541666665,24.274006711805555,0.003108888888888889,0.30571527777777785,0.0,ticker
500,satisficer,k_greedy,,5,1000,0.40522438541666667,24.303801597222222,0.0030712569444444446,0.2969166666666666,0.0,ticker
500,satisficer,k_greedy,,5,1001,0.4045613229166667,24.190245395833333,0.003055041666666667,0.30367361111111113,0.0,ticker
500,satisficer,k_greedy,,5,1002,0.39449651388888884,25.208339354166668,0.0035531458333333335,0.2979513888888889,0.0,ticker
500,satisficer,k_greedy,,5,1003,0.3735540763888889,24.17873443402778,0.0030202847222222224,0.3006458333333334,0.0,ticker
500,satisficer,k_greedy,,5,1004,0.39755988541666665,24.274006711805555,0.0031530972222222225,0.30571527777777785,0.0,ticker
