N,agent,mode,tau,K,w_hat_mean,wall_ms_mean,offers_seen_mean,solver_calls_mean,seeds,w_hat_lo,w_hat_hi
100,satisficer,k_greedy,,5,0.3703195097222222,0.0017466250000000003,0.2944097222222222,0.0,5,0.35584702951388886,0.3827462305555555
200,satisficer,k_greedy,,3,0.3845434743055555,0.0023336354166666666,0.2995902777777778,0.0,5,0.37533260625000003,0.39238579791666667
500,satisficer,k_greedy,,1,0.39507923680555557,0.0031434041666666664,0.3009805555555556,0.0,5,0.38394401319444443,0.40329696322916664
