t,trades,traded_kwh,posted_buy_kwh,posted_sell_kwh,unserved_kwh,curtailment_kwh,price_mean,price_var,W,W_bound,W_hat
0,0,0.000000,6.129501,0.000000,6.129501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0.000000,6.129560,0.000000,6.129560,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2,0,0.000000,6.129632,0.000000,6.129632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3,0,0.000000,6.129721,0.000000,6.129721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4,0,0.000000,6.129830,0.000000,6.129830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5,0,0.000000,6.129964,0.000000,6.129964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6,0,0.000000,6.130127,0.000000,6.130127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7,0,0.000000,6.130325,0.000000,6.130325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8,0,0.000000,6.130566,0.000000,6.130566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9,0,0.000000,6.130858,0.000000,6.130858,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10,0,0.000000,6.131212,0.000000,6.131212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11,0,0.000000,6.131637,0.000000,6.131637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12,0,0.000000,6.132150,0.000000,6.132150,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13,0,0.000000,6.132765,0.000000,6.132765,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14,0,0.000000,6.133500,0.000000,6.133500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15,0,0.000000,6.134379,0.000000,6.134379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16,0,0.000000,6.135425,0.000000,6.135425,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17,0,0.000000,6.136668,0.000000,6.136668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18,0,0.000000,6.138141,0.000000,6.138141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,0,0.000000,6.139883,0.000000,6.139883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,0,0.000000,6.141937,0.000000,6.141937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21,0,0.000000,6.144354,0.000000,6.144354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
22,0,0.000000,6.147188,0.000000,6.147188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
23,0,0.000000,6.150504,0.000000,6.150504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
24,0,0.000000,6.154378,0.000000,6.154378,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
25,0,0.000000,6.158889,0.000000,6.158889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
26,0,0.000000,6.164127,0.000000,6.164127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
27,0,0.000000,6.170196,0.000000,6.170196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
28,0,0.000000,6.177208,0.000000,6.177208,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
29,0,0.000000,6.185291,0.000000,6.185291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
30,0,0.000000,6.194594,0.000000,6.194594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
31,0,0.000000,6.205239,0.000000,6.205239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
32,0,0.000000,6.217418,0.000000,6.217418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
33,0,0.000000,6.231330,0.000000,6.231330,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34,0,0.000000,6.247155,0.000000,6.247155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
35,0,0.000000,6.265093,0.000000,6.265093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
36,0,0.000000,6.285416,0.000000,6.285416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
37,0,0.000000,6.308349,0.000000,6.308349,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
38,0,0.000000,6.334151,0.000000,6.334151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39,0,0.000000,6.363159,0.000000,6.363159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
40,0,0.000000,6.395610,0.000000,6.395610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
41,0,0.000000,6.431876,0.000000,6.431876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
42,0,0.000000,6.472200,0.000000,6.472200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
43,0,0.000000,6.516954,0.000000,6.516954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
44,0,0.000000,6.566517,0.000000,6.566517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
45,0,0.000000,6.621421,0.000000,6.621421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
46,0,0.000000,6.681838,0.000000,6.681838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
47,0,0.000000,6.747824,0.000000,6.747824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
48,0,0.000000,6.820428,0.000000,6.820428,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
49,0,0.000000,6.899550,0.000000,6.899550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
50,0,0.000000,6.985732,0.000000,6.985732,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
51,0,0.000000,7.079348,0.000000,7.079348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
52,0,0.000000,7.179864,0.000000,7.179864,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
53,0,0.000000,7.288818,0.000000,7.288818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54,0,0.000000,7.406359,0.000000,7.406359,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
55,0,0.000000,7.531576,0.000000,7.531576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
56,0,0.000000,7.665554,0.000000,7.665554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
57,0,0.000000,7.807776,0.000000,7.807776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
58,0,0.000000,7.958523,0.000000,7.958523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
59,0,0.000000,8.119145,0.000000,8.119145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
60,0,0.000000,8.287085,0.000000,8.287085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
61,0,0.000000,8.462122,0.000000,8.462122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
62,0,0.000000,8.647856,0.000000,8.647856,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
63,0,0.000000,8.838258,0.000000,8.838258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
64,0,0.000000,9.036563,0.000000,9.036563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
65,0,0.000000,9.241131,0.000000,9.241131,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
66,0,0.000000,9.450841,0.000000,9.450841,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
67,0,0.000000,9.668115,0.000000,9.668115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
68,0,0.000000,9.886344,0.000000,9.886344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
69,0,0.000000,10.101663,0.000000,10.101663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
70,0,0.000000,10.322652,0.000000,10.322652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
71,0,0.000000,10.542235,0.000000,10.542235,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
72,0,0.000000,10.757775,0.000000,10.757775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
73,0,0.000000,10.965755,0.000000,10.965755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
74,0,0.000000,11.176192,0.000000,11.176192,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
75,0,0.000000,11.362763,0.000000,11.362763,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
76,0,0.000000,11.558530,0.000000,11.558530,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
77,0,0.000000,11.725348,0.000000,11.725348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
78,0,0.000000,11.885727,0.000000,11.885727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
79,0,0.000000,12.014777,0.000000,12.014777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
80,0,0.000000,12.131631,0.000000,12.131631,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
81,0,0.000000,12.233520,0.000000,12.233520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
82,0,0.000000,12.297485,0.000000,12.297485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
83,0,0.000000,12.319892,0.000000,12.319892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
84,0,0.000000,12.347591,0.000000,12.347591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
85,0,0.000000,12.284914,0.000000,12.284914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
86,0,0.000000,12.206985,0.000000,12.206985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
87,0,0.000000,12.119055,0.000000,12.119055,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
88,0,0.000000,11.970501,0.000000,11.970501,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
89,0,0.000000,11.742867,0.000000,11.742867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
90,0,0.000000,11.531009,0.000000,11.531009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
91,1,0.003713,11.236541,0.003713,11.232827,0.000000,21.900000,0.000000,0.020795,0.020842,0.997771
92,1,0.017339,10.827905,0.017339,10.810566,0.000000,21.900000,0.000000,0.121373,0.121230,1.001182
93,2,0.038849,10.449648,0.038849,10.410799,0.000000,21.900000,0.000000,0.282465,0.282848,0.998647
94,3,0.070698,10.028754,0.070698,9.958056,0.000000,21.766667,0.008889,0.426122,0.428427,0.994620
95,4,0.108524,9.519761,0.108524,9.411237,0.000000,21.625000,0.001875,0.810893,0.810230,1.000818
96,5,0.109743,8.949648,0.109743,8.839905,0.000000,21.420000,0.009600,0.646972,0.646265,1.001095
97,8,0.220483,8.384725,0.220483,8.164241,0.000000,21.262500,0.002344,1.328062,1.331301,0.997567
98,13,0.329430,7.785114,0.329430,7.455684,0.000000,21.200000,0.000000,1.879744,1.884295,0.997585
99,18,0.461175,7.184262,0.461175,6.723087,0.000000,21.122222,0.001728,2.838773,2.828640,1.003582
100,22,0.722281,6.503427,0.722281,5.781146,0.000000,21.027273,0.002893,3.838094,3.838744,0.999831
101,29,0.926804,5.835231,0.926804,4.908427,0.000000,20.827586,0.001998,5.118872,5.119118,0.999952
102,43,1.382967,5.263313,1.382967,3.880346,0.000000,20.725581,0.024694,7.043101,7.042726,1.000053
103,50,1.705839,4.653408,1.705839,2.947569,0.000000,20.482000,0.003476,9.302599,9.302782,0.999980
104,61,2.269956,3.979638,2.269956,1.709682,0.000000,20.293443,0.006514,11.219932,11.210102,1.000877
105,76,2.852432,3.450983,2.852432,0.598551,0.000000,20.125000,0.002138,12.906479,12.883822,1.001759
106,89,3.672931,2.912282,3.672931,0.000000,0.000000,20.001124,0.103707,16.421654,16.387472,1.002086
107,112,4.438501,2.432895,4.438501,0.000000,0.000000,19.828571,0.019184,19.487467,19.460287,1.001397
108,121,5.338476,1.916717,5.338476,0.000000,0.000000,19.682645,0.001434,22.868494,22.850207,1.000800
109,143,6.191568,1.599226,6.191568,0.000000,0.000000,19.550350,0.002780,24.908409,24.929486,0.999155
110,158,7.268518,1.204244,7.268518,0.000000,0.000000,19.436709,0.002323,31.581396,31.542971,1.001218
111,165,8.779809,0.960130,8.779809,0.000000,0.000000,19.328485,0.002037,32.307122,32.319516,0.999616
112,195,9.729174,0.702398,9.729174,0.000000,0.000000,19.192821,0.001897,37.912845,37.817960,1.002509
113,229,11.285642,0.507194,11.285642,0.000000,0.000000,19.061135,0.006568,40.596553,40.608310,0.999710
114,231,12.684158,0.375731,12.684158,0.000000,0.000000,18.926840,0.002483,43.649922,43.603759,1.001059
115,270,14.274316,0.265995,14.274316,0.000000,0.000000,18.802963,0.000954,41.517427,41.507355,1.000243
116,309,15.904265,0.185297,15.904265,0.000000,0.000000,18.668932,0.002142,47.442966,47.359409,1.001764
117,309,17.434969,0.150405,17.434969,0.000000,0.000000,18.540453,0.002409,51.145254,51.120941,1.000476
118,325,19.030833,0.107032,19.030833,0.000000,0.000000,18.422769,0.001758,54.716523,54.656675,1.001095
119,355,20.605352,0.069766,20.605352,0.000000,0.000000,18.314930,0.001270,60.308469,60.340393,0.999471
120,387,22.471976,0.039956,22.471976,0.000000,0.000000,18.181395,0.001876,63.928115,63.959091,0.999516
121,413,24.481450,0.031676,24.481450,0.000000,0.000000,18.049153,0.002499,61.820208,61.865029,0.999276
122,419,25.972719,0.032510,25.972719,0.000000,0.000000,17.923866,0.001817,63.191726,63.173079,1.000295
123,445,27.392621,0.024097,27.392621,0.000000,0.000000,17.817978,0.001475,61.078701,61.036028,1.000699
124,481,29.177139,0.000000,29.177139,0.000000,0.000000,17.699376,0.001850,64.416219,64.607266,0.997043
125,514,30.752740,0.000000,30.752740,0.000000,0.000000,17.570623,0.002075,65.706584,65.839038,0.997988
126,513,32.191310,0.000000,32.191310,0.000000,0.000000,17.452437,0.002494,67.457911,67.335549,1.001817
127,498,33.607422,0.000000,33.607422,0.000000,0.000000,17.335944,0.002302,68.155731,68.020778,1.001984
128,538,35.313842,0.000000,35.313842,0.000000,0.000000,17.216914,0.001405,65.625796,65.749643,0.998116
129,594,36.080740,0.000000,36.629658,0.000000,0.548919,17.078283,0.001902,57.737940,57.713172,1.000429
130,568,38.029919,0.000000,38.029919,0.000000,0.000000,16.948063,0.002496,67.978240,68.038512,0.999114
131,582,38.035917,0.000000,39.737878,0.000000,1.701961,16.815636,0.003072,60.888767,60.946751,0.999049
132,611,39.800563,0.000000,40.765967,0.000000,0.965404,16.651882,0.002496,55.589391,55.501735,1.001579
133,570,39.807232,0.000000,42.410970,0.000000,2.603737,16.528421,0.002034,51.122263,51.039842,1.001615
134,626,42.538466,0.000000,43.347897,0.000000,0.809431,16.353994,0.002580,53.638497,53.842238,0.996216
135,610,39.580673,0.000000,43.814889,0.000000,4.234216,16.179836,0.004266,46.642905,46.800995,0.996622
136,568,40.364732,0.000000,45.026629,0.000000,4.661897,15.979577,0.005217,43.868881,43.952181,0.998105
137,543,35.661271,0.000000,45.978404,0.000000,10.317133,15.736648,0.005968,31.587028,32.347502,0.976491
138,411,28.945806,0.000000,46.536961,0.000000,17.591155,15.488321,0.005606,22.652897,22.830958,0.992201
139,379,26.002016,0.000000,47.151072,0.000000,21.149056,15.172823,0.012269,20.180304,20.915708,0.964840
140,268,17.698413,0.000000,48.304030,0.000000,30.605617,14.622015,0.066344,12.210136,13.800290,0.884774
141,16,0.990108,0.000000,47.849652,0.000000,46.859544,13.518750,0.194023,0.754410,1.346296,0.560360
142,0,0.000000,0.000000,48.738864,0.000000,48.738864,0.000000,0.000000,0.000000,0.000000,0.000000
143,0,0.000000,0.000000,48.325053,0.000000,48.325053,0.000000,0.000000,0.000000,0.000000,0.000000
144,0,0.000000,0.000000,49.114411,0.000000,49.114411,0.000000,0.000000,0.000000,0.000000,0.000000
145,0,0.000000,0.000000,48.784314,0.000000,48.784314,0.000000,0.000000,0.000000,0.000000,0.000000
146,0,0.000000,0.000000,48.383724,0.000000,48.383724,0.000000,0.000000,0.000000,0.000000,0.000000
147,0,0.000000,0.000000,48.391807,0.000000,48.391807,0.000000,0.000000,0.000000,0.000000,0.000000
148,0,0.000000,0.000000,48.821880,0.000000,48.821880,0.000000,0.000000,0.000000,0.000000,0.000000
149,0,0.000000,0.000000,47.884052,0.000000,47.884052,0.000000,0.000000,0.000000,0.000000,0.000000
150,0,0.000000,0.000000,47.342780,0.000000,47.342780,0.000000,0.000000,0.000000,0.000000,0.000000
151,0,0.000000,0.000000,46.854808,0.000000,46.854808,0.000000,0.000000,0.000000,0.000000,0.000000
152,0,0.000000,0.000000,46.496808,0.000000,46.496808,0.000000,0.000000,0.000000,0.000000,0.000000
153,0,0.000000,0.000000,45.721638,0.000000,45.721638,0.000000,0.000000,0.000000,0.000000,0.000000
154,0,0.000000,0.000000,44.871894,0.000000,44.871894,0.000000,0.000000,0.000000,0.000000,0.000000
155,0,0.000000,0.000000,43.384043,0.000000,43.384043,0.000000,0.000000,0.000000,0.000000,0.000000
156,0,0.000000,0.000000,43.043995,0.000000,43.043995,0.000000,0.000000,0.000000,0.000000,0.000000
157,0,0.000000,0.000000,41.876854,0.000000,41.876854,0.000000,0.000000,0.000000,0.000000,0.000000
158,0,0.000000,0.000000,40.631820,0.000000,40.631820,0.000000,0.000000,0.000000,0.000000,0.000000
159,0,0.000000,0.000000,39.191836,0.000000,39.191836,0.000000,0.000000,0.000000,0.000000,0.000000
160,0,0.000000,0.000000,38.298091,0.000000,38.298091,0.000000,0.000000,0.000000,0.000000,0.000000
161,0,0.000000,0.000000,36.678978,0.000000,36.678978,0.000000,0.000000,0.000000,0.000000,0.000000
162,0,0.000000,0.000000,36.251253,0.000000,36.251253,0.000000,0.000000,0.000000,0.000000,0.000000
163,0,0.000000,0.000000,34.350332,0.000000,34.350332,0.000000,0.000000,0.000000,0.000000,0.000000
164,0,0.000000,0.000000,32.739477,0.000000,32.739477,0.000000,0.000000,0.000000,0.000000,0.000000
165,0,0.000000,0.000000,31.488125,0.000000,31.488125,0.000000,0.000000,0.000000,0.000000,0.000000
166,0,0.000000,0.000000,30.244675,0.000000,30.244675,0.000000,0.000000,0.000000,0.000000,0.000000
167,0,0.000000,0.000000,28.660722,0.000000,28.660722,0.000000,0.000000,0.000000,0.000000,0.000000
168,0,0.000000,0.000000,27.120426,0.000000,27.120426,0.000000,0.000000,0.000000,0.000000,0.000000
169,0,0.000000,0.000000,25.765533,0.000000,25.765533,0.000000,0.000000,0.000000,0.000000,0.000000
170,0,0.000000,0.000000,24.259916,0.000000,24.259916,0.000000,0.000000,0.000000,0.000000,0.000000
171,0,0.000000,0.000000,23.396560,0.000000,23.396560,0.000000,0.000000,0.000000,0.000000,0.000000
172,0,0.000000,0.000000,21.643075,0.000000,21.643075,0.000000,0.000000,0.000000,0.000000,0.000000
173,0,0.000000,0.000000,20.323964,0.000000,20.323964,0.000000,0.000000,0.000000,0.000000,0.000000
174,1,0.007481,0.007481,18.780860,0.000000,18.773379,11.000000,0.000000,0.043389,0.043753,0.991693
175,1,0.008678,0.008678,17.682111,0.000000,17.673433,11.000000,0.000000,0.048599,0.048356,1.005031
176,2,0.017737,0.017737,16.028000,0.000000,16.010263,11.000000,0.000000,0.121692,0.121471,1.001817
177,2,0.021942,0.021942,14.875455,0.000000,14.853513,11.000000,0.000000,0.142788,0.143774,0.993143
178,3,0.041985,0.041985,13.432967,0.000000,13.390981,11.000000,0.000000,0.247614,0.247093,1.002108
179,3,0.058266,0.058266,12.099302,0.000000,12.041037,11.000000,0.000000,0.395189,0.394398,1.002005
180,3,0.062387,0.062387,11.003205,0.000000,10.940818,11.000000,0.000000,0.391651,0.393479,0.995356
181,8,0.110383,0.110383,9.850611,0.000000,9.740228,11.187500,0.058594,0.468080,0.467088,1.002124
182,7,0.133258,0.133258,8.519301,0.000000,8.386043,11.500000,0.000000,0.654415,0.656401,0.996974
183,12,0.179562,0.179562,7.627376,0.000000,7.447814,11.541667,0.002431,0.884323,0.883247,1.001219
184,21,0.314767,0.314767,6.470262,0.000000,6.155495,11.800000,0.031429,1.428166,1.430813,0.998150
185,26,0.445856,0.445856,5.460592,0.000000,5.014735,12.007692,0.000710,2.060028,2.063049,0.998535
186,29,0.609699,0.609699,4.647301,0.000000,4.037601,12.100000,0.000000,3.213208,3.211276,1.000602
187,35,0.838114,0.838114,3.786127,0.000000,2.948013,12.142857,0.002449,4.096248,4.100496,0.998964
188,44,1.117142,1.117142,3.040674,0.000000,1.923532,12.181818,0.003306,5.589909,5.592935,0.999459
189,55,1.447490,1.447490,2.440842,0.000000,0.993352,12.363636,0.003405,6.599391,6.602810,0.999482
190,64,1.846332,1.846332,1.837826,0.000000,0.000000,12.539063,0.004880,9.030123,9.031838,0.999810
191,70,2.228159,2.228159,1.428953,0.000000,0.000000,12.640000,0.002400,10.176861,10.181526,0.999542
192,80,2.796181,2.796181,1.090566,0.000000,0.000000,12.703750,0.000361,12.849351,12.850262,0.999929
193,89,3.370096,3.370096,0.701859,0.000000,0.000000,12.811236,0.000997,14.836439,14.841470,0.999661
194,97,4.009848,4.009848,0.437219,0.000000,0.000000,12.927835,0.002009,16.251119,16.262223,0.999317
195,104,4.609066,4.609066,0.264560,0.000000,0.000000,13.000000,0.000000,19.533561,19.542380,0.999549
196,114,5.324600,5.324600,0.136496,0.000000,0.000000,13.092982,0.000653,22.364482,22.349202,1.000684
197,127,6.068843,6.068843,0.091577,0.000000,0.000000,13.200787,0.003228,23.561020,23.553899,1.000302
198,119,6.791275,6.791275,0.058298,0.000000,0.000000,13.300000,0.000000,26.421778,26.432523,0.999594
199,123,7.540591,7.540591,0.021577,0.000000,0.000000,13.392683,0.000678,28.397584,28.397664,0.999997
200,130,8.275020,8.275020,0.020033,0.000000,0.000000,13.461538,0.002367,32.028227,32.024821,1.000106
201,130,8.982900,8.982900,0.000000,0.000000,0.000000,13.566154,0.002239,34.577578,34.599164,0.999376
202,138,9.671065,9.671065,0.000000,0.000000,0.000000,13.659420,0.002411,32.925711,32.912578,1.000399
203,135,10.364442,10.364442,0.000000,0.000000,0.000000,13.741481,0.002427,36.409826,36.395199,1.000402
204,131,11.027247,11.027247,0.000000,0.000000,0.000000,13.800000,0.000000,36.383044,36.285805,1.002680
205,136,11.667228,11.667228,0.000000,0.000000,0.000000,13.870588,0.002076,38.528164,38.475554,1.001367
206,147,12.317824,12.317824,0.000000,0.000000,0.000000,13.944218,0.002467,41.548018,41.553996,0.999856
207,148,12.929913,12.929913,0.000000,0.000000,0.000000,14.018243,0.001492,41.927573,41.875129,1.001252
208,153,13.538185,13.538185,0.000000,0.000000,0.000000,14.104575,0.000437,42.481768,42.476882,1.000115
209,127,14.119398,14.119398,0.000000,0.000000,0.000000,14.200000,0.000000,43.464495,43.446109,1.000423
210,167,14.692017,14.692017,0.000000,0.000000,0.000000,14.233533,0.002229,43.332917,43.280608,1.001209
211,130,15.241985,15.241985,0.000000,0.000000,0.000000,14.300000,0.000000,44.275296,44.180478,1.002146
212,167,15.765587,15.765587,0.000000,0.000000,0.000000,14.301198,0.000118,45.747462,45.720145,1.000597
213,130,16.264354,16.264354,0.000000,0.000000,0.000000,14.400000,0.000000,46.473278,46.523313,0.998925
214,180,16.740847,16.740847,0.000000,0.000000,0.000000,14.408333,0.000764,47.836058,47.917511,0.998300
215,133,17.190496,17.190496,0.000000,0.000000,0.000000,14.500000,0.000000,47.834179,47.852990,0.999607
216,181,17.615825,17.615825,0.000000,0.000000,0.000000,14.513812,0.001190,46.166930,46.202400,0.999232
217,139,18.016177,18.016177,0.000000,0.000000,0.000000,14.600000,0.000000,48.548026,48.500026,1.000990
218,181,18.387118,18.387118,0.000000,0.000000,0.000000,14.612707,0.001109,48.994007,49.077010,0.998309
219,142,18.728153,18.728153,0.000000,0.000000,0.000000,14.700000,0.000000,48.465951,48.478703,0.999737
220,185,19.040018,19.040018,0.000000,0.000000,0.000000,14.714595,0.001246,49.350498,49.395055,0.999098
221,140,19.319768,19.319768,0.000000,0.000000,0.000000,14.800000,0.000000,48.812669,48.729588,1.001705
222,154,19.565642,19.565642,0.000000,0.000000,0.000000,14.800000,0.000000,48.143275,48.198283,0.998859
223,168,19.774215,19.774215,0.000000,0.000000,0.000000,14.860119,0.002398,46.068981,46.000195,1.001495
224,145,19.953693,19.953693,0.000000,0.000000,0.000000,14.900000,0.000000,47.526679,47.540929,0.999700
225,191,20.094733,20.094733,0.000000,0.000000,0.000000,14.913089,0.001138,47.692245,47.597450,1.001992
226,143,20.201567,20.201567,0.000000,0.000000,0.000000,15.000000,0.000000,43.704411,43.725328,0.999522
227,147,20.273855,20.273855,0.000000,0.000000,0.000000,15.000000,0.000000,48.546476,48.612875,0.998634
228,193,20.308859,20.308859,0.000000,0.000000,0.000000,15.038342,0.002364,45.547098,45.494401,1.001158
229,141,20.099978,20.309769,0.000000,0.209790,0.000000,15.100000,0.000000,43.080108,43.061617,1.000429
230,201,20.274462,20.274462,0.000000,0.000000,0.000000,15.111940,0.001051,40.454269,40.459640,0.999867
231,141,20.205400,20.205400,0.000000,0.000000,0.000000,15.200000,0.000000,37.428293,37.423612,1.000125
232,154,20.101726,20.101726,0.000000,0.000000,0.000000,15.200000,0.000000,43.287716,43.214848,1.001686
233,185,19.965523,19.965523,0.000000,0.000000,0.000000,15.245946,0.002484,40.614810,40.588033,1.000660
234,147,19.798032,19.798032,0.000000,0.000000,0.000000,15.300000,0.000000,39.505622,39.439950,1.001665
235,193,19.600347,19.600347,0.000000,0.000000,0.000000,15.300518,0.000052,38.397776,38.398783,0.999974
236,143,19.373759,19.373759,0.000000,0.000000,0.000000,15.400000,0.000000,38.016514,38.051018,0.999093
237,160,19.120589,19.120589,0.000000,0.000000,0.000000,15.400000,0.000000,35.637670,35.657174,0.999453
238,176,18.601892,18.841890,0.000000,0.239998,0.000000,15.439773,0.002395,35.811042,35.814998,0.999890
239,143,18.539988,18.539988,0.000000,0.000000,0.000000,15.500000,0.000000,35.410256,35.411667,0.999960
240,174,18.216652,18.216652,0.000000,0.000000,0.000000,15.500000,0.000000,33.215257,33.206298,1.000270
241,168,17.645130,17.874371,0.000000,0.229242,0.000000,15.561905,0.002358,30.563016,30.557355,1.000185
242,134,17.256594,17.514804,0.000000,0.258210,0.000000,15.600000,0.000000,28.798724,28.795992,1.000095
243,154,17.140679,17.140679,0.000000,0.000000,0.000000,15.600000,0.000000,33.056573,33.121370,0.998044
244,175,16.379335,16.754161,0.000000,0.374826,0.000000,15.649143,0.002499,26.512260,26.544411,0.998789
245,125,15.914416,16.357037,0.000000,0.442620,0.000000,15.700000,0.000000,26.280926,26.213703,1.002564
246,134,15.826079,15.951944,0.000000,0.125865,0.000000,15.700000,0.000000,28.659697,28.580653,1.002766
247,144,15.305028,15.540971,0.000000,0.235943,0.000000,15.700000,0.000000,27.191517,27.179570,1.000440
248,185,15.126190,15.126190,0.000000,0.000000,0.000000,15.727027,0.001972,26.971326,26.983705,0.999541
249,129,14.454467,14.709848,0.000000,0.255381,0.000000,15.800000,0.000000,21.567691,21.531053,1.001702
250,136,13.902360,14.293715,0.000000,0.391355,0.000000,15.800000,0.000000,24.180585,24.170065,1.000435
251,137,13.124781,13.879760,0.000000,0.754979,0.000000,15.800000,0.000000,23.566876,23.554388,1.000530
252,163,13.235018,13.469716,0.000000,0.234698,0.000000,15.850307,0.002500,20.390318,20.391260,0.999954
253,126,12.788323,13.065286,0.000000,0.276963,0.000000,15.900000,0.000000,20.130328,20.062473,1.003382
254,127,12.130042,12.667917,0.000000,0.537875,0.000000,15.900000,0.000000,19.855146,19.886097,0.998444
255,149,12.009996,12.279050,0.000000,0.269054,0.000000,15.900000,0.000000,18.852901,18.866108,0.999300
