N,agent,mode,tau,K,w_hat_mean,wall_ms_mean,offers_seen_mean,solver_calls_mean,seeds,w_hat_lo,w_hat_hi
100,satisficer,k_greedy,,1,0.375,0.006894784722222222,0.298375,0.0,5,0.3589930555555555,0.3881944444444444
100,satisficer,k_greedy,,3,0.4979166666666667,0.0045119236111111115,0.9023749999999999,0.0,5,0.47777777777777786,0.5159722222222223
100,satisficer,k_greedy,,5,0.5784722222222223,0.004705222222222222,1.2437638888888887,0.0,5,0.5326215277777778,0.6076388888888888
200,satisficer,k_greedy,,1,0.38958333333333334,0.01376434375,0.302875,0.0,5,0.3798611111111111,0.3979166666666667
200,satisficer,k_greedy,,3,0.5284722222222222,0.008376996527777777,0.8992083333333334,0.0,5,0.5013888888888889,0.5611111111111111
200,satisficer,k_greedy,,5,0.6319444444444444,0.009122586805555557,1.4559131944444446,0.0,5,0.6027777777777777,0.6604166666666667
500,satisficer,k_greedy,,1,0.4,0.03196181666666666,0.30421805555555553,0.0,5,0.38888888888888884,0.4083333333333333
500,satisficer,k_greedy,,3,0.6118055555555555,0.0277509875,1.2982083333333334,0.0,5,0.5993055555555555,0.6256944444444443
500,satisficer,k_greedy,,5,0.6951388888888889,0.03396877916666667,1.7008208333333332,0.0,5,0.6875,0.7006944444444444
